Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
7010270132,MR5268,NY,COM,07/15/2015,20,VAN,CHEVR,T,35030,14510,13610,20151231,0020,20,20,357327,T103,E,1030A,0958A,NY,O,33,W 63rd St,,0,408,d,,YYYYY,0800A,0600P,OTHER,,2010,,0,32 7,20-No Parking (Com Plate),,,
7010270156,XU352T,NJ,PAS,07/16/2015,40,VAN,MITSU,T,35050,14510,13610,20150088,0020,20,20,357327,T103,E,0827A,,NY,F,25,W 64th St,,0,408,e2,,YYYYYYY,,,WHITE,,0,,0,CC1,40-Fire Hydrant,,,
7010270193,XBLD33,NJ,PAS,07/16/2015,16,VAN,FORD,T,35010,14510,13610,20150101,0020,20,20,357327,T103,E,0911A,0837A,NY,F,4,W 62nd St,,0,408,k2,,YYYYY,0700A,0700P,WHITE,,0,,0,CC1,16-No Std (Com Veh) Com Plate,,,
7010271343,XZ128U,NJ,PAS,07/23/2015,16,VAN,CHEVR,T,35090,14510,15710,20150101,0020,20,20,357327,T103,E,0925A,0847A,NY,F,2,W 66th St,,0,408,k2,,YYYYYYY,,,WHITE,,0,,0,42 7,16-No Std (Com Veh) Com Plate,,,
7010271379,XW372T,NJ,PAS,07/23/2015,16,VAN,FORD,T,35010,14510,13610,20150101,0020,20,20,357327,T103,E,0958A,0909A,NY,F,4,W 62nd St,,0,408,k2,,YYYYY,0700A,0700P,WHITE,,0,,0,42 7,16-No Std (Com Veh) Com Plate,,,
7010271458,XN727P,NJ,PAS,07/23/2015,16,PICK,GMC,T,35070,14510,15710,20150101,0020,20,20,357327,T103,E,1121A,0946A,NY,F,43,W 65th St,,0,408,k2,,YYYYYYY,,,WHITE,,0,,0,42 7,16-No Std (Com Veh) Com Plate,,,
7010271525,M36FLB,NJ,PAS,07/24/2015,16,VAN,CHEVR,T,35010,14510,13610,88888888,0020,20,20,357327,T103,E,0935A,,NY,F,4,W 62nd St,,0,408,k2,,YYYYY,0700A,0700P,WHITE,,0,,0,42 7,16A-No Std (Com Veh) Non-COM,,,
7010271562,XCCG21,NJ,PAS,07/24/2015,16,VAN,INTER,T,35050,14510,13610,20150101,0020,20,20,357327,T103,E,1006A,0841A,NY,F,35,W 64th St,,0,408,k2,,YYYYY,0800A,0700P,WHITE,,0,,0,42 7,16-No Std (Com Veh) Com Plate,,,
7010271574,GPP9124,NY,PAS,07/24/2015,16,SUBN,CHEVR,T,35030,14510,13610,20160701,0020,20,20,357327,T103,E,1011A,,NY,F,4,W 63rd St,,0,408,k2,,YYYYY,0700A,0700P,WH,,2005,,0,42 7,16A-No Std (Com Veh) Non-COM,,,
7010271999,GPH8460,NY,PAS,07/28/2015,16,4DSD,TOYOT,T,35090,14510,15710,20160218,0020,20,20,357327,T103,E,1151A,,NY,O,7,W 66th St,,0,408,k2,,YYYYYYY,,,BK,,2013,,0,46 7,16A-No Std (Com Veh) Non-COM,,,
7011050796,GEY8274,NY,PAS,06/29/2015,21,SUBN,ACURA,T,35190,15710,13610,20170227,0020,20,20,362211,T103,D,0907A,,NY,F,161,W 71st St,,0,408,d1,,Y  Y,0900A,1030A,BK,,2013,,0,31 7,21-No Parking (street clean),,,
7011050802,GFR3695,NY,PAS,06/29/2015,21,2DSD,FIAT,T,35190,15710,13610,20150702,0020,20,20,362211,T103,D,0910A,,NY,F,119,W 71st St,,0,408,d1,,Y  Y,0900A,1030A,YELLO,,2012,,0,31 7,21-No Parking (street clean),,,
7011050826,GNJ2881,NY,PAS,06/29/2015,21,SUBN,HONDA,T,35190,15710,13610,20160128,0020,20,20,362211,T103,D,0915A,,NY,F,111,W 71st St,,0,408,d1,,Y  Y,0900A,1030A,BK,,2014,,0,31 7,21-No Parking (street clean),,,
7011050851,GJU1050,NY,PAS,06/29/2015,21,PICK,NISSA,T,35170,14510,15710,20150922,0020,20,20,362211,T103,D,0927A,,NY,F,41,W 70th St,,0,408,d1,,Y  Y,0900A,1030A,SILVE,,2012,,0,31 7,21-No Parking (street clean),,,
7011050863,X9378Y,NJ,PAS,06/29/2015,21,PICK,FORD,T,35170,15710,13610,88880088,0020,20,20,362211,T103,D,0930A,,NY,F,107,W 70th St,,0,408,d1,,Y  Y,0900A,1030A,WHITE,,0,,0,31 7,21-No Parking (street clean),,,
7011050875,XAPJ30,NJ,PAS,06/29/2015,21,PICK,FORD,T,35170,15710,13610,88880088,0020,20,20,362211,T103,D,0932A,,NY,F,125,W 70th St,,0,408,d1,,Y  Y,0900A,1030A,GREEN,,0,,0,31 7,21-No Parking (street clean),,,
7011050905,XL494M,NJ,PAS,06/29/2015,37,PICK,CHEVR,T,13610,0,0,88880088,0020,20,20,362211,T103,D,1013A,1006A,NY,I,E,Broadway,55ft S/of W 71st St,20150629,408,h1,,Y,0800A,1000P,WHITE,,0,108-3029,0,31 7,37-Expired Muni Meter,,,
7011050991,GTA1095,NY,PAS,06/29/2015,37,SUBN,HONDA,T,11710,35590,35610,20160821,0020,20,20,362211,T103,D,0109P,0103P,NY,F,646,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,TN,,2014,103-8121,0,31 7,37-Expired Muni Meter,,,
7011051030,GPB3214,NY,PAS,06/30/2015,38,SUBN,ME/BE,T,13610,0,0,20160723,0020,20,20,362211,T103,D,0903A,,NY,I,W,Broadway,20ft N/of W 75th St,0,408,h1,,Y,0830A,0700P,WH,,2015,,0,41 7,38-Failure to Display Muni Rec,,,
7011051065,T665240C,NY,OMT,06/30/2015,38,SUBN,DODGE,T,35390,0,0,20160430,0020,20,20,362211,T103,D,0918A,,NY,I,S,W 81st St,60ft E/of Broadway,0,408,h1,,Y,0900A,0700P,GY,,2015,,0,41 7,38-Failure to Display Muni Rec,,,
7011051089,KMV8598,VA,PAS,06/30/2015,21,SUBN,CHEVR,T,35470,44990,29690,20160588,0020,20,20,362211,T103,D,0943A,,NY,F,340,W 85th St,,0,408,d1,,Y  Y,0930A,1100A,BLACK,,0,,0,41 7,21-No Parking (street clean),,,
7011051119,JWV0113,PA,PAS,06/30/2015,21,4DSD,CHRYS,T,35390,44990,29690,88880088,0020,20,20,362211,T103,D,1111A,,NY,F,308,W 81st St,,0,408,d1,,Y  Y,1100A,1230A,WHITE,,0,,0,41 7,21-No Parking (street clean),,,
7011051120,GJS9898,NY,PAS,06/30/2015,21,PICK,NISSA,T,35390,44990,29690,20150929,0020,20,20,362211,T103,D,1114A,,NY,F,318,W 81st St,,0,408,d1,,Y  Y,1100A,1230A,GY,,2013,,0,41 7,21-No Parking (street clean),,,
7011051132,GHU9841,NY,PAS,06/30/2015,21,SUBN,TOYOT,T,35350,44990,23,20150712,0020,20,20,362211,T103,D,1118A,,NY,F,302,W 79th St,,0,408,d1,,Y  Y,1100A,1230A,RED,,2013,,0,41 7,21-No Parking (street clean),,,
7011051170,XM208G,NJ,PAS,06/30/2015,37,VAN,FORD,T,35350,11710,13610,88880088,0020,20,20,362211,T103,D,1224P,1218P,NY,F,212,W 79th St,,0,408,h1,,Y,0830A,0700P,WHITE,,0,100-3052,0,41 7,37-Expired Muni Meter,,,
7011051181,GPC4783,NY,PAS,06/30/2015,37,4DSD,TOYOT,T,35350,11710,13610,20160416,0020,20,20,362211,T103,D,1227P,1220P,NY,F,225,W 79th St,,0,408,h1,,Y,0830A,0700P,GY,,2009,108-3052,0,41 7,37-Expired Muni Meter,,,
7011051223,ZDH5639,PA,PAS,06/30/2015,38,VAN,FORD,T,35410,11710,13610,20150488,0020,20,20,362211,T103,D,1242P,,NY,F,230,W 82nd St,,0,408,h1,,Y,0900A,0700P,YELLO,,0,,0,41 7,38-Failure to Display Muni Rec,,,
7011051296,XG300W,NJ,PAS,07/01/2015,16,PICK,FORD,T,35510,0,0,20150101,0020,20,20,362211,T103,D,0907A,0824A,NY,I,S,W 87th St,70ft E/of West End A,20150701,408,k2,,Y,0700A,0700P,RED,,0,,0,CC1,16-No Std (Com Veh) Com Plate,,,
7011051478,GHG7499,PA,PAS,07/06/2015,38,4DSD,CADIL,T,18890,24890,10210,88880088,0020,20,20,362211,T103,D,0820A,,NY,F,153,E 96th St,,0,408,h1,,Y,0800A,0700P,SILVE,,0,,0,10 7,38-Failure to Display Muni Rec,,,
7011051594,GMU5468,NY,PAS,07/09/2015,71,SUBN,AUDI,T,15710,35290,35310,20160211,0020,20,20,362527,T103,N,0158P,,NY,O,353,Columbus Ave,,0,408,j6,,YYYYYYY,,,BK,,2014,,0,54 7,71A-Insp Sticker Expired (NYS),,,
7011051612,M75BAN,NJ,PAS,07/09/2015,37,4DSD,TOYOT,T,35250,15710,11710,88888888,0020,20,20,362527,T103,N,0311P,0259P,NY,O,165,W 74th St,,0,408,h1,,Y,0900A,0700P,BLUE,,0,103-3030,0,54 7,37-Expired Muni Meter,,,
7011051650,L42FJH,NJ,PAS,07/09/2015,38,4DSD,CHEVR,T,11710,35450,35470,88888888,0020,20,20,362527,T103,N,0617P,,NY,F,513,Amsterdam Ave,,0,408,h1,,Y,0900A,1000P,OTHER,,0,,0,54 7,38-Failure to Display Muni Rec,,,
7011051661,GDG1417,NY,PAS,07/09/2015,37,SUBN,NS/OT,T,11710,35470,35490,20170201,0020,20,20,362527,T103,N,0623P,1200P,NY,F,523,Amsterdam Ave,,0,408,h1,,Y,1200A,0900P,BLUE,,2013,103-3027,0,54 7,37-Expired Muni Meter,,,
7011051673,GCR4001,NY,PAS,07/09/2015,38,SUBN,CHEVR,T,11710,35530,35550,20170109,0020,20,20,362527,T103,N,0632P,,NY,O,580,Amsterdam Ave,,0,408,h1,,YYYYYYY,,,GY,,2005,,0,54 7,38-Failure to Display Muni Rec,,,
7012294425,GYM7671,NY,PAS,06/26/2015,38,SUBN,NISSA,T,15710,35670,35690,20150727,0020,20,20,358669,T103,Q,1207P,,NY,F,730,Columbus Ave,,0,408,h1,,YYYYY,1000A,0700P,BLACK,,2015,,0,07 7,38-Failure to Display Muni Rec,,,
7012294437,GNL1131,NY,PAS,06/26/2015,38,2DSD,CADIL,T,15710,35570,35590,20160511,0020,20,20,358669,T103,Q,1216P,,NY,F,620,Columbus Ave,,0,408,h1,,YYYYY,1000A,0700P,GY,,2014,,0,07 7,38-Failure to Display Muni Rec,,,
7012294450,VHB2908,VA,PAS,06/26/2015,37,4DSD,DODGE,T,15710,35530,35550,20160688,0020,20,20,358669,T103,Q,1221P,1152A,NY,O,590,Columbus Ave,,20150626,408,h1,,Y,0700A,0700P,SILVE,,0,103-3057,0,07 7,37-Expired Muni Meter,,,
7012294462,YSA56J,NJ,PAS,06/26/2015,38,SUBN,SUBAR,T,15710,35530,35550,88888888,0020,20,20,358669,T103,Q,1222P,,NY,F,586,Columbus Ave,,0,408,h1,,YYYYY,1000A,0700P,GREEN,,0,,0,07 7,38-Failure to Display Muni Rec,,,
7012294486,GMU8033,NY,PAS,06/26/2015,71,SUBN,ROVER,T,15710,35290,35310,20160402,0020,20,20,358669,T103,Q,0108P,,NY,O,341,Columbus Ave,,0,408,j6,,YYYYYYY,,,BK,,2010,,0,07 7,71A-Insp Sticker Expired (NYS),,,
7012294541,XBZK75,NJ,PAS,06/26/2015,42,VAN,FORD,T,35110,15710,13610,88880088,0020,20,20,358669,T103,Q,0151P,,NY,O,101,W 67th St,,0,408,h1,,Y,0500A,0600P,BLUE,,0,103-3098,0,07 7,42-Exp. Muni-Mtr (Com. Mtr. Z),,,
7012294620,GHF9335,NY,PAS,06/26/2015,16,SUBN,ME/BE,T,35210,15710,11710,20170613,0020,20,20,358669,T103,Q,0455P,,NY,F,121,W 72nd St,,0,408,k2,,Y,0900A,0600P,BL,,2014,,0,07 7,16A-No Std (Com Veh) Non-COM,,,
7012294668,GYB2910,NY,PAS,06/27/2015,37,SUBN,FORD,T,13610,35570,35590,20150718,0020,20,20,358669,T103,Q,0103P,1252P,NY,F,2450,Broadway,,20150627,408,h1,,Y,0800A,1000P,BLUE,,2014,121-8156,0,28 7,37-Expired Muni Meter,,,
7012294700,GXJ2921,NY,PAS,06/27/2015,71,SUBN,ME/BE,T,35410,11710,13610,20170630,0020,20,20,358669,T103,Q,0121P,,NY,F,230,W 82nd St,,0,408,j6,,,,,BK,,2015,,0,28 7,71-Insp. Sticker Missing (NYS,,,
7012294735,GTL3149,NY,PAS,06/27/2015,38,SUBN,AUDI,T,35150,13610,11710,20160904,0020,20,20,358669,T103,Q,0146P,,NY,O,199,W 69th St,,0,408,h1,,Y,0830A,0700P,BK,,2015,,0,28 7,38-Failure to Display Muni Rec,,,
7012294802,GLN3417,NY,PAS,06/27/2015,37,4DSD,ME/BE,T,15710,35150,35170,20151110,0020,20,20,358669,T103,Q,0356P,0345P,NY,O,209,Columbus Ave,,0,408,h1,,Y,0900A,0700P,BK,,2014,103-3093,0,28 7,37-Expired Muni Meter,,,
7012294838,GFS3676,NY,PAS,06/27/2015,38,4DSD,ME/BE,T,35210,15710,11710,20150812,0020,20,20,358669,T103,Q,0405P,,NY,F,119,W 72nd St,,0,408,h1,,Y,0900A,1000P,GREY,,2016,,0,28 7,38-Failure to Display Muni Rec,,,
7012294840,GGP2597,NY,PAS,06/27/2015,37,SUBN,NISSA,T,35210,15710,11710,20170602,0020,20,20,358669,T103,Q,0411P,0308P,NY,F,161,W 72nd St,,0,408,h1,,Y,0900A,1000P,BLACK,,2013,108-3008,0,28 7,37-Expired Muni Meter,,,
7012294875,ZPJ34X,NJ,PAS,06/27/2015,14,SUBN,ME/BE,T,14490,10910,11010,88888888,0020,20,20,358669,T103,Q,0601P,,NY,F,405,W 59th St,,0,408,c,,YYYYYYY,,,BLACK,,0,,0,28 7,14-No Standing,,,
7012295673,T665016C,NY,OMT,07/02/2015,20,4DSD,CADIL,T,35590,0,0,20160228,0020,20,20,358669,T103,Q,1203P,,NY,I,S,W 91st St,30ft E/of Columbus A,0,408,d,,YYYYY,0800A,0600P,BK,,2014,,0,C 77,20A-No Parking (Non-COM),,,
7012295697,GJC4705,NY,PAS,07/02/2015,16,4DSD,HONDA,T,15710,15710,11710,20150721,0020,20,20,358669,T103,Q,1213P,,NY,O,600,Columbus Ave,,0,408,k2,,YYYYY,0700A,0700P,GY,,2004,,0,C 77,16A-No Std (Com Veh) Non-COM,,,
7012295739,GZC7954,NY,OMS,07/02/2015,14,4DSD,LINCO,T,35290,0,0,20160930,0020,20,20,358669,T103,Q,1240P,,NY,I,S,W 76th St,30ft E/of Amsterdam,0,408,c,,YYYYYYY,,,RD,,2016,,0,C 77,14-No Standing,,,
7012295740,N72FNW,NJ,PAS,07/02/2015,14,4DSD,CHEVR,T,35290,0,0,88888888,0020,20,20,358669,T103,Q,1241P,,NY,I,S,W 76th St,45ft E/of Amsterdam,0,408,c,,YYYYYYY,,,RED,,0,,0,C 77,14-No Standing,,,
7012295806,GYF9232,NY,PAS,07/02/2015,37,SUBN,BMW,T,11710,35250,35270,20150813,0020,20,20,358669,T103,Q,0318P,0255P,NY,F,303,Amsterdam Ave,,20150702,408,h1,,Y,0900A,0700P,WHITE,,2015,103-3015,0,C 77,37-Expired Muni Meter,,,
7013366195,GPD6332,NY,PAS,07/01/2015,14,4DSD,CADIL,T,15710,35430,35450,20160403,0020,20,20,355325,T103,CC,0946A,,NY,O,483,Columbus Ave,,0,408,c,,YYYYY,0700A,1000A,WH,,2009,,0,35 7,14-No Standing,,,
7013366237,LE93RV,NJ,PAS,07/01/2015,40,SUBN,LEXUS,T,35390,0,0,88888888,0020,20,20,355325,T103,CC,0959A,,NY,I,N,W 81st St,5ft E/of Columbus Av,0,408,e2,,YYYYYYY,,,WHITE,,0,,0,35 7,40-Fire Hydrant,,,
7013366304,XDDB48,NJ,PAS,07/01/2015,38,VAN,FORD,T,35230,14510,15710,20160588,0020,20,20,355325,T103,CC,1046A,,NY,F,48,W 73rd St,,0,408,h1,,Y,0900A,0700P,WHITE,,0,,0,35 7,38-Failure to Display Muni Rec,,,
7013366365,GRR3705,NY,OMS,07/01/2015,46,SUBN,FORD,T,35390,15710,11710,20150930,0020,20,20,355325,T103,CC,1211P,,NY,O,108,W 81st St,,0,408,f1,,,,,BK,,2014,,0,35 7,46A-Double Parking (Non-COM),,,
7013366377,GTC5715,NY,PAS,07/01/2015,20,4DSD,HONDA,T,35430,15710,11710,20160731,0020,20,20,355325,T103,CC,1218P,,NY,F,148,W 83rd St,,0,408,d,,YYYYYYY,,,GY,,2014,,0,35 7,20A-No Parking (Non-COM),,,
7013367564,XG43TZ,NJ,PAS,07/10/2015,48,DELV,CHEVR,T,15710,35130,35150,20150088,0020,20,20,355325,T103,CC,0927A,,NY,O,190,Columbus Ave,,0,408,e9,,,,,WHITE,,0,,0,35 7,48-Bike Lane,,,
7013367576,GPT3710,NY,PAS,07/10/2015,71,4DSD,TOYOT,T,35130,14510,15710,20160529,0020,20,20,355325,T103,CC,0936A,,NY,O,74,W 68th St,,0,408,j6,,YYYYYYY,,,GR,,2006,,0,35 7,71A-Insp Sticker Expired (NYS),,,
7013367588,XS996T,NJ,PAS,07/10/2015,37,4DSD,NISSA,T,35130,14510,15710,88888888,0020,20,20,355325,T103,CC,0939A,0921A,NY,F,74,W 68th St,,0,408,h1,,Y,0900A,0700P,SILVE,,0,144-3341,0,35 7,37-Expired Muni Meter,,,
7013367590,GHK3644,NY,PAS,07/10/2015,71,2DSD,CHRYS,T,35150,14510,15710,20160731,0020,20,20,355325,T103,CC,0946A,,NY,F,74,W 69th St,,0,408,j6,,YYYYYYY,,,GY,,2002,,0,35 7,71A-Insp Sticker Expired (NYS),,,
7013367631,U23CXC,NJ,PAS,07/10/2015,21,4DSD,VOLKS,T,35190,14510,15710,88888888,0020,20,20,355325,T103,CC,1005A,,NY,F,42,W 71st St,,0,408,d1,,Y  Y,0900A,1030A,WHITE,,0,,0,35 7,21-No Parking (street clean),,,
7013367709,XANK43,NJ,PAS,07/10/2015,21,DELV,GMC,T,35210,14510,15710,20150088,0020,20,20,355325,T103,CC,1024A,,NY,F,10,W 72nd St,,0,408,d1,,Y  Y,0900A,1030A,WHITE,,0,,0,35 7,21-No Parking (street clean),,,
7013367746,XAHK46,NJ,PAS,07/10/2015,38,VAN,FORD,T,35250,14510,15710,20150088,0020,20,20,355325,T103,CC,1129A,,NY,F,54,W 74th St,,0,408,h1,,Y,0900A,0700P,WHITE,,0,,0,35 7,38-Failure to Display Muni Rec,,,
7013367783,VBY836,IN,PAS,07/10/2015,16,SUBN,PLYMO,T,15710,35270,35290,20151188,0020,20,20,355325,T103,CC,1142A,,NY,O,322,Columbus Ave,,0,408,k2,,YYYYY,0700A,0700P,SILVE,,0,,0,35 7,16A-No Std (Com Veh) Non-COM,,,
7013367801,KL6F0C,MO,PAS,07/10/2015,38,4DSD,FORD,T,15710,35330,35350,20160688,0020,20,20,355325,T103,CC,1203P,,NY,F,386,Columbus Ave,,0,408,h1,,YYYYY,1000A,0700P,SILVE,,0,,0,35 7,38-Failure to Display Muni Rec,,,
7013367837,R77FAD,NJ,PAS,07/10/2015,51,4DSD,TOYOT,T,35430,15710,11710,88888888,0020,20,20,355325,T103,CC,1219P,,NY,F,136,W 83rd St,,0,408,e3,,,,,BLUE,,0,,0,35 7,51-Sidewalk,,,
7013369561,XV134V,NJ,PAS,07/20/2015,10,DELV,HINO,T,15710,35170,35190,20150088,0020,20,20,355325,T103,CC,0834A,,NY,F,225,Columbus Ave,,0,408,b,,YYYYYYY,,,WHITE,,0,,0,35 7,10-No Stopping,,,
7013369615,XAPX63,NJ,PAS,07/20/2015,38,DELV,GMC,T,15710,35230,35250,20150088,0020,20,20,355325,T103,CC,0846A,,NY,F,281,Columbus Ave,,0,408,h1,,Y,0730A,0700P,WHITE,,0,,0,35 7,38-Failure to Display Muni Rec,,,
7013369627,XV970P,NJ,PAS,07/20/2015,38,DELV,FRUEH,T,15710,35230,35250,20150088,0020,20,20,355325,T103,CC,0848A,,NY,F,285,Columbus Ave,,0,408,h1,,Y,0730A,0700P,SILVE,,0,,0,35 7,38-Failure to Display Muni Rec,,,
7013369639,GUY1106,NY,PAS,07/20/2015,50,SUBN,DODGE,T,0,0,0,20161015,0020,20,20,355325,T103,CC,0856A,,NY,I,E,Central Park West,0ft N/of W 73rd St,0,408,e5,,,,,GL,,2010,,0,35 7,50-Crosswalk,,,
7013369640,T662804C,NY,OMT,07/20/2015,21,4DSD,TOYOT,T,14510,35170,35190,20151231,0020,20,20,355325,T103,CC,0902A,,NY,F,101,Central Park West,,0,408,d1,,Y  Y,0800A,0930A,BK,,2015,,0,35 7,21-No Parking (street clean),,,
7013369690,ZDH5639,PA,PAS,07/20/2015,46,VAN,FORD,T,35210,14510,15710,20160488,0020,20,20,355325,T103,CC,0914A,1200P,NY,F,50,W 72nd St,,0,408,F1,,,,,YELLO,,0,,0,35 7,46B-Double Parking (Com-100Ft),,,
7013369731,PPK93B,NJ,PAS,07/20/2015,21,2DSD,ACURA,T,35250,14510,15710,88888888,0020,20,20,355325,T103,CC,0937A,,NY,F,1,W 74th St,,0,408,d1,,Y  Y,0900A,1030A,BLUE,,0,,0,35 7,21-No Parking (street clean),,,
7013371737,XW464G,NJ,PAS,07/28/2015,21,DELV,ISUZU,T,14510,35110,35130,20150088,0020,20,20,355325,T103,CC,0842A,,NY,O,75,Central Park West,,0,408,d1,,Y  Y,0800A,0930A,GREEN,,0,,0,35 7,21-No Parking (street clean),,,
7013371749,T430166C,NY,OMT,07/28/2015,20,4DSD,TOYOT,T,14510,35110,35130,20151130,0020,20,20,355325,T103,CC,0845A,,NY,F,75,Central Park West,,0,408,d,,YYYYY,0700A,0700P,BK,,2014,,0,35 7,20A-No Parking (Non-COM),,,
7013371774,GWE2852,NY,PAS,07/28/2015,14,4DSD,BMW,T,35130,15710,13610,20170430,0020,20,20,355325,T103,CC,0900A,,NY,O,101,W 68th St,,0,408,c,,YYYYYYY,,,GY,,2015,,0,35 7,14-No Standing,,,
7013371798,XATA95,NJ,PAS,07/28/2015,48,DELV,GMC,T,15710,35110,35130,20150088,0020,20,20,355325,T103,CC,0905A,,NY,F,175,Columbus Ave,,0,408,e9,,,,,WHITE,,0,,0,35 7,48-Bike Lane,,,
7013371828,GLG9154,NY,PAS,07/28/2015,21,SUBN,BMW,T,14510,35130,35150,20151021,0020,20,20,355325,T103,CC,0921A,,NY,O,80,Central Park West,,0,408,d1,,Y  Y,0800A,0930A,BK,,2010,,0,35 7,21-No Parking (street clean),,,
7013371841,GWK3849,NY,PAS,07/28/2015,40,PICK,FORD,T,35170,14510,15710,20170531,0020,20,20,355325,T103,CC,0927A,,NY,F,15,W 70th St,,0,408,e2,,YYYYYYY,,,BR,,2008,,0,35 7,40-Fire Hydrant,,,
7013371877,GDE6474,NY,PAS,07/28/2015,21,4DSD,PONTI,T,35170,14510,15710,20161113,0020,20,20,355325,T103,CC,0937A,,NY,F,42,W 70th St,,0,408,d1,,Y  Y,0900A,1030A,BL,,2004,,0,35 7,21-No Parking (street clean),,,
7013371919,GCP8715,NY,PAS,07/28/2015,40,SUBN,CHEVR,T,15710,35010,35030,20161113,0020,20,20,355325,T103,CC,0950A,,NY,F,59,Columbus Ave,,0,408,e2,,YYYYYYY,,,WH,,1995,,0,35 7,40-Fire Hydrant,,,
7013371920,GZK7795,NY,PAS,07/28/2015,21,PICK,TOYOT,T,35190,14510,15710,20150820,0020,20,20,355325,T103,CC,0953A,,NY,F,54,W 71st St,,0,408,d1,,Y  Y,0900A,1030A,BLACK,,2015,,0,35 7,21-No Parking (street clean),,,
7013371956,GSA2098,NY,PAS,07/28/2015,21,2DSD,HONDA,T,35210,14510,15710,20160930,0020,20,20,355325,T103,CC,1006A,,NY,F,58,W 72nd St,,0,408,d1,,Y  Y,0900A,1030A,BL,,2003,,0,35 7,21-No Parking (street clean),,,
7013371981,TOPHAT7,NY,COM,07/28/2015,37,VAN,CHEVR,T,15710,35150,35170,20170131,0020,20,20,355325,T103,CC,1020A,0909A,NY,F,207,Columbus Ave,,20150728,408,h1,,Y,0730A,0700P,RD,,2001,103-3108,0,35 7,37-Expired Muni Meter,,,
7013372018,T653256C,NY,OMT,07/28/2015,46,4DSD,BMW,T,15710,35110,35130,20160430,0020,20,20,355325,T103,CC,1033A,,NY,O,171,Columbus Ave,,0,408,f1,,,,,BK,,2015,,0,35 7,46A-Double Parking (Non-COM),,,
7013372031,XBEU64,NJ,PAS,07/28/2015,14,DELV,MITSU,T,35130,0,0,20150088,0020,20,20,355325,T103,CC,1049A,,NY,I,S,W 68th St,5ft E/of Broadway,0,408,c,,YYYYYYY,,,BLACK,,0,,0,35 7,14-No Standing,,,
7014161453,GPK9672,NY,PAS,06/26/2015,71,SUBN,HONDA,T,35310,14510,15710,20160512,0020,20,20,358664,T103,S,0129P,,NY,F,50,W 77th St,,0,408,j6,,YYYYYYY,,,GY,,2011,,0,37 7,71A-Insp Sticker Expired (NYS),,,
7014161507,GFS3675,NY,PAS,06/26/2015,70,4DSD,ME/BE,T,35150,14510,15710,20150605,0020,20,20,358664,T103,S,0232P,,NY,F,64,W 69th St,,0,408,j3,,YYYYYYY,,,BK,,2012,,0,37 7,70A-Reg. Sticker Expired (NYS),,,
7014161519,GND8545,NY,PAS,06/26/2015,37,SUBN,CHEVR,T,35110,14510,15710,20160207,0020,20,20,358664,T103,S,0244P,0221P,NY,F,45,W 67th St,,0,408,h1,,Y,0900A,0700P,GY,,2012,103-3103,0,37 7,37-Expired Muni Meter,,,
7014161556,XBGV25,NJ,PAS,06/26/2015,84,DELV,FRUEH,T,35190,15710,13610,88880088,0020,20,20,358664,T103,S,0346P,,NY,F,171,W 71st St,,0,408,k7,,,,,RED,,0,,0,37 7,84-Platform lifts in low posit,,,
7014161623,GKE476,VT,PAS,06/26/2015,46,SUBN,ME/BE,T,35350,15710,11710,20160288,0020,20,20,358664,T103,S,0444P,,NY,F,147,W 79th St,,0,408,f1,,,,,WHITE,,0,,0,37 7,46A-Double Parking (Non-COM),,,
7014161635,TAC232,NY,OMT,06/26/2015,20,SUBN,LINCO,T,35350,15710,11710,20160228,0020,20,20,358664,T103,S,0529P,,NY,F,102,W 79th St,,0,408,d,,YYYYYYY,,,BK,,2014,,0,37 7,20A-No Parking (Non-COM),,,
7014162380,GJT3283,NY,PAS,07/02/2015,38,SUBN,FIAT,T,15710,35270,35290,20150810,0020,20,20,358664,T103,S,0232P,,NY,O,326,Columbus Ave,,0,408,h1,,Y,0730A,0700P,GR,,2014,,0,44 7,38-Failure to Display Muni Rec,,,
7014162457,GGR8729,NY,PAS,07/02/2015,38,SUBN,VOLVO,T,13610,35450,35470,20170519,0020,20,20,358664,T103,S,0538P,,NY,O,2330,Broadway,,0,408,h1,,Y,0830A,1000P,BK,,2013,,0,44 7,38-Failure to Display Muni Rec,,,
7014163073,GKP8539,NY,PAS,07/10/2015,16,SUBN,FORD,T,15710,35450,35470,20151022,0020,20,20,358664,T103,S,0136P,,NY,F,504,Columbus Ave,,0,408,k2,,YYYYY,1000A,0400P,WH,,2004,,0,59 7,16A-No Std (Com Veh) Non-COM,,,
